data_set_name,target_name,ra,dec,start_time,stop_time,actual_duration,instrument,aper,spec,central_wavelength,release_date,preview_name,filename,data_uri,cutout,peak_value,fits_filepath,cutout_filepath
J93I32OZQ,0722-52224-442,339.6675,-7.915569444444,2005-04-20T08:45:22.213000,2005-04-20T08:52:23.260000,420.0,ACS   ,WFC1,CLEAR1L;F435W,4329.2207,2005-10-21T02:58:40,J93I32OZQ,j93i32ozq_drz.fits,mast:HST/product/j93i32ozq_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j93i32ozq_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F435W_J93I32OZQ.fits
J93I32P0Q,0722-52224-442,339.6675,-7.915569444444,2005-04-20T08:55:00.197000,2005-04-20T09:02:01.243000,420.0,ACS   ,WFC1,CLEAR1L;F814W,8047.6812,2005-10-21T02:24:37,J93I32P0Q,j93i32p0q_drz.fits,mast:HST/product/j93i32p0q_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j93i32p0q_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F814W_J93I32P0Q.fits
J93I36HQQ,0743-52262-304,345.8405,14.37164166667,2004-11-23T13:27:09.010000,2004-11-23T13:34:10.027000,420.0,ACS   ,WFC1,CLEAR1L;F435W,4329.2002,2005-05-25T16:52:46,J93I36HQQ,j93i36hqq_drz.fits,mast:HST/product/j93i36hqq_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j93i36hqq_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F435W_J93I36HQQ.fits
J93I36HRQ,0743-52262-304,345.8405,14.37164166667,2004-11-23T13:36:46.997000,2004-11-23T13:43:48.043000,420.0,ACS   ,WFC1,CLEAR1L;F814W,8047.5776,2005-05-25T18:23:32,J93I36HRQ,j93i36hrq_drz.fits,mast:HST/product/j93i36hrq_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j93i36hrq_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F814W_J93I36HRQ.fits
J93I22W9Q,0777-52320-501,178.7920416667,62.62281666667,2005-03-31T13:19:42.180000,2005-03-31T13:26:43.227000,420.0,ACS   ,WFC1,CLEAR1L;F435W,4329.2183,2005-10-01T01:25:27,J93I22W9Q,j93i22w9q_drz.fits,mast:HST/product/j93i22w9q_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j93i22w9q_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F435W_J93I22W9Q.fits
J93I22WAQ,0777-52320-501,178.7920416667,62.62281666667,2005-03-31T13:29:20.163000,2005-03-31T13:36:21.210000,420.0,ACS   ,WFC1,CLEAR1L;F814W,8047.667,2005-10-01T01:29:27,J93I22WAQ,j93i22waq_drz.fits,mast:HST/product/j93i22waq_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j93i22waq_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F814W_J93I22WAQ.fits
J93I03KDQ,0783-52325-279,194.8294583333,61.569,2004-11-07T11:54:10.003000,2004-11-07T12:01:11.050000,420.0,ACS   ,WFC1,CLEAR1L;F435W,4329.1978,2005-05-09T17:23:42,J93I03KDQ,j93i03kdq_drz.fits,mast:HST/product/j93i03kdq_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j93i03kdq_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F435W_J93I03KDQ.fits
J93I03KEQ,0783-52325-279,194.8294583333,61.569,2004-11-07T12:03:47.987000,2004-11-07T12:10:49.037000,420.0,ACS   ,WFC1,CLEAR1L;F814W,8047.5664,2005-05-09T18:50:23,J93I03KEQ,j93i03keq_drz.fits,mast:HST/product/j93i03keq_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j93i03keq_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F814W_J93I03KEQ.fits
J93I17PFQ,0788-52338-605,215.0660416667,60.32077777778,2004-11-25T00:33:42.997000,2004-11-25T00:40:44.043000,420.0,ACS   ,WFC1,CLEAR1L;F435W,4329.2002,2005-05-29T16:02:17,J93I17PFQ,j93i17pfq_drz.fits,mast:HST/product/j93i17pfq_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j93i17pfq_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F435W_J93I17PFQ.fits
J93I17PGQ,0788-52338-605,215.0660416667,60.32077777778,2004-11-25T00:43:21.010000,2004-11-25T00:50:22.027000,420.0,ACS   ,WFC1,CLEAR1L;F814W,8047.5786,2005-05-29T16:02:47,J93I17PGQ,j93i17pgq_drz.fits,mast:HST/product/j93i17pgq_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j93i17pgq_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F814W_J93I17PGQ.fits
J93I37VTQ,0815-52374-337,244.6795833333,43.89095555556,2004-12-25T19:36:34.037000,2004-12-25T19:43:35.087000,420.0,ACS   ,WFC1,CLEAR1L;F435W,4329.2046,2005-06-26T23:23:10,J93I37VTQ,j93i37vtq_drz.fits,mast:HST/product/j93i37vtq_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j93i37vtq_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F435W_J93I37VTQ.fits
J93I37VUQ,0815-52374-337,244.6795833333,43.89095555556,2004-12-25T19:46:12.020000,2004-12-25T19:53:13.070000,420.0,ACS   ,WFC1,CLEAR1L;F814W,8047.6001,2005-06-26T23:28:41,J93I37VUQ,j93i37vuq_drz.fits,mast:HST/product/j93i37vuq_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j93i37vuq_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F814W_J93I37VUQ.fits
J93I46Z5Q,0835-52326-571,169.415,5.570547222222,2004-11-13T06:44:50.003000,2004-11-13T06:51:51.050000,420.0,ACS   ,WFC1,CLEAR1L;F435W,4329.1987,2005-05-15T16:35:13,J93I46Z5Q,j93i46z5q_drz.fits,mast:HST/product/j93i46z5q_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j93i46z5q_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F435W_J93I46Z5Q.fits
J93I46Z6Q,0835-52326-571,169.415,5.570547222222,2004-11-13T06:54:27.987000,2004-11-13T07:01:29.037000,420.0,ACS   ,WFC1,CLEAR1L;F814W,8047.5703,2005-05-15T19:25:25,J93I46Z6Q,j93i46z6q_drz.fits,mast:HST/product/j93i46z6q_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j93i46z6q_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F814W_J93I46Z6Q.fits
J93I35I1Q,0842-52376-208,181.183625,3.968441666667,2005-06-14T13:30:20.267000,2005-06-14T13:37:21.313000,420.0,ACS   ,WFC1,CLEAR1L;F435W,4329.2285,2005-12-14T19:54:12,J93I35I1Q,j93i35i1q_drz.fits,mast:HST/product/j93i35i1q_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j93i35i1q_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F435W_J93I35I1Q.fits
J93I35I2Q,0842-52376-208,181.183625,3.968441666667,2005-06-14T13:39:58.280000,2005-06-14T13:46:59.330000,420.0,ACS   ,WFC1,CLEAR1L;F814W,8047.7197,2005-12-14T19:56:18,J93I35I2Q,j93i35i2q_drz.fits,mast:HST/product/j93i35i2q_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j93i35i2q_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F814W_J93I35I2Q.fits
J93I34Y9Q,0847-52426-549,192.61775,5.396963888889,2005-03-12T02:19:24.140000,2005-03-12T02:26:25.187000,420.0,ACS   ,WFC1,CLEAR1L;F435W,4329.2153,2005-09-11T10:56:34,J93I34Y9Q,j93i34y9q_drz.fits,mast:HST/product/j93i34y9q_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j93i34y9q_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F435W_J93I34Y9Q.fits
J93I34YAQ,0847-52426-549,192.61775,5.396963888889,2005-03-12T02:29:02.157000,2005-03-12T02:36:03.203000,420.0,ACS   ,WFC1,CLEAR1L;F814W,8047.6533,2005-09-11T11:01:34,J93I34YAQ,j93i34yaq_drz.fits,mast:HST/product/j93i34yaq_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j93i34yaq_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F814W_J93I34YAQ.fits
J93I45M4Q,0902-52409-068,149.1240833333,51.001775,2004-10-30T16:15:29.967000,2004-10-30T16:22:31.017000,420.0,ACS   ,WFC1,CLEAR1L;F435W,4329.1968,2005-05-01T20:32:03,J93I45M4Q,j93i45m4q_drz.fits,mast:HST/product/j93i45m4q_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j93i45m4q_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F435W_J93I45M4Q.fits
J93I45M5Q,0902-52409-068,149.1240833333,51.001775,2004-10-30T16:25:07.950000,2004-10-30T16:32:09,420.0,ACS   ,WFC1,CLEAR1L;F814W,8047.561,2005-05-01T20:38:05,J93I45M5Q,j93i45m5q_drz.fits,mast:HST/product/j93i45m5q_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j93i45m5q_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F814W_J93I45M5Q.fits
J93I09GRQ,0902-52409-577,148.3350833333,52.09547222222,2004-09-14T03:05:52.937000,2004-09-14T03:12:53.987000,420.0,ACS   ,WFC1,CLEAR1L;F435W,4329.1904,2005-03-16T10:02:20,J93I09GRQ,j93i09grq_drz.fits,mast:HST/product/j93i09grq_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j93i09grq_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F435W_J93I09GRQ.fits
J93I09GSQ,0902-52409-577,148.3350833333,52.09547222222,2004-09-14T03:15:30.920000,2004-09-14T03:22:31.970000,420.0,ACS   ,WFC1,CLEAR1L;F814W,8047.5283,2005-03-16T10:04:51,J93I09GSQ,j93i09gsq_drz.fits,mast:HST/product/j93i09gsq_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j93i09gsq_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F814W_J93I09GSQ.fits
J93I07CDQ,0910-52377-503,202.6897083333,-1.811566666667,2004-08-16T18:24:35.877000,2004-08-16T18:31:36.923000,420.0,ACS   ,WFC1,CLEAR1L;F435W,4329.1865,2005-02-15T21:54:07,J93I07CDQ,j93i07cdq_drz.fits,mast:HST/product/j93i07cdq_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j93i07cdq_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F435W_J93I07CDQ.fits
J93I07CEQ,0910-52377-503,202.6897083333,-1.811566666667,2004-08-16T18:34:13.893000,2004-08-16T18:41:14.940000,420.0,ACS   ,WFC1,CLEAR1L;F814W,8047.5083,2005-02-15T21:56:37,J93I07CEQ,j93i07ceq_drz.fits,mast:HST/product/j93i07ceq_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j93i07ceq_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F814W_J93I07CEQ.fits
J93I11BTQ,0921-52380-293,222.8674583333,-2.660119444444,2005-05-07T12:40:39.203000,2005-05-07T12:47:40.253000,420.0,ACS   ,WFC1,CLEAR1L;F435W,4329.2231,2005-11-09T04:08:14,J93I11BTQ,j93i11btq_drz.fits,mast:HST/product/j93i11btq_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j93i11btq_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F435W_J93I11BTQ.fits
J93I11BUQ,0921-52380-293,222.8674583333,-2.660119444444,2005-05-07T12:50:17.220000,2005-05-07T12:57:18.237000,420.0,ACS   ,WFC1,CLEAR1L;F814W,8047.6929,2005-11-09T04:12:44,J93I11BUQ,j93i11buq_drz.fits,mast:HST/product/j93i11buq_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j93i11buq_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F814W_J93I11BUQ.fits
J93I02FCQ,0969-52442-134,181.4185,49.17482777778,2005-03-08T00:47:32.140000,2005-03-08T00:54:33.187000,420.0,ACS   ,WFC1,CLEAR1L;F435W,4329.2148,2005-09-07T08:10:47,J93I02FCQ,j93i02fcq_drz.fits,mast:HST/product/j93i02fcq_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j93i02fcq_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F435W_J93I02FCQ.fits
J93I02FDQ,0969-52442-134,181.4185,49.17482777778,2005-03-08T00:57:10.157000,2005-03-08T01:04:11.203000,420.0,ACS   ,WFC1,CLEAR1L;F814W,8047.6509,2005-09-07T08:16:47,J93I02FDQ,j93i02fdq_drz.fits,mast:HST/product/j93i02fdq_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j93i02fdq_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F814W_J93I02FDQ.fits
J93I26OSQ,0973-52426-464,255.5698333333,33.345775,2004-08-11T20:14:05.893000,2004-08-11T20:21:06.940000,420.0,ACS   ,WFC1,CLEAR1L;F435W,4329.1855,2005-02-12T12:17:24,J93I26OSQ,j93i26osq_drz.fits,mast:HST/product/j93i26osq_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j93i26osq_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F435W_J93I26OSQ.fits
J93I26OTQ,0973-52426-464,255.5698333333,33.345775,2004-08-11T20:23:43.877000,2004-08-11T20:30:44.923000,420.0,ACS   ,WFC1,CLEAR1L;F814W,8047.5049,2005-02-11T21:53:25,J93I26OTQ,j93i26otq_drz.fits,mast:HST/product/j93i26otq_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j93i26otq_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F814W_J93I26OTQ.fits
J9OP01010,SDSSJ0008-0004,2.012310559609,-0.06897320162024,2006-09-06T08:13:05.107000,2006-09-06T08:44:24.140000,1566.0,ACS   ,WFC1,CLEAR1L;F814W,8045.1514,2006-09-06T17:46:38,J9OP01010,j9op01010_drz.fits,mast:HST/product/j9op01010_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j9op01010_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F814W_J9OP01010.fits
J9EM03KSQ,SDSSJ0028-0929,7.074458333333,-9.492861111111,2005-10-20T04:26:15.577000,2005-10-20T04:33:16.767000,420.0,ACS   ,WFC1,CLEAR1L;F435W,4329.2466,2006-10-20T14:49:28.837000,J9EM03KSQ,j9em03ksq_drz.fits,mast:HST/product/j9em03ksq_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j9em03ksq_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F435W_J9EM03KSQ.fits
J9EM03KTQ,SDSSJ0028-0929,7.074458333333,-9.492861111111,2005-10-20T04:35:53.557000,2005-10-20T04:42:54.747000,420.0,ACS   ,WFC1,CLEAR1L;F814W,8047.8091,2006-10-20T14:59:27.010000,J9EM03KTQ,j9em03ktq_drz.fits,mast:HST/product/j9em03ktq_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j9em03ktq_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F814W_J9EM03KTQ.fits
J9OP02010,SDSSJ0029-0055,7.282348881592,-0.9307202053775,2006-09-12T16:05:25.150000,2006-09-12T16:48:02.167000,2088.0,ACS   ,WFC1,CLEAR1L;F814W,8045.1558,2006-09-12T22:37:40,J9OP02010,j9op02010_drz.fits,mast:HST/product/j9op02010_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j9op02010_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F814W_J9OP02010.fits
J9EM47AYQ,SDSSJ0044+0113,11.01208333333,1.220138888889,2006-06-12T05:24:33.973000,2006-06-12T05:31:35.023000,420.0,ACS   ,WFC1,CLEAR1L;F814W,8047.9731,2007-06-12T14:44:46.453000,J9EM47AYQ,j9em47ayq_drz.fits,mast:HST/product/j9em47ayq_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j9em47ayq_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F814W_J9EM47AYQ.fits
J9EM0PEWQ,SDSSJ0109+1500,17.39058333333,15.00902777778,2006-06-16T07:01:13.027000,2006-06-16T07:08:14.073000,420.0,ACS   ,WFC1,CLEAR1L;F814W,8047.9761,2007-06-16T17:02:30.790000,J9EM0PEWQ,j9em0pewq_drz.fits,mast:HST/product/j9em0pewq_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j9em0pewq_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F814W_J9EM0PEWQ.fits
J9OP03010,SDSSJ0157-0056,29.49555661681,-0.9406084736719,2006-08-24T13:19:45.107000,2006-08-24T14:02:22.123000,2088.0,ACS   ,WFC1,CLEAR1L;F814W,8045.142475000001,2006-08-25T06:23:56,J9OP03010,j9op03010_drz.fits,mast:HST/product/j9op03010_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j9op03010_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F814W_J9OP03010.fits
J9OP04010,SDSSJ0252+0039,43.18833963809,0.666212458955,2006-10-02T19:02:20.160000,2006-10-02T19:44:57.207000,2088.0,ACS   ,WFC1,CLEAR1L;F814W,8045.1699,2006-10-03T12:25:49,J9OP04010,j9op04010_drz.fits,mast:HST/product/j9op04010_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j9op04010_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F814W_J9OP04010.fits
J9OP05010,SDSSJ0330-0020,52.55055272469,-0.3477702178823,2006-09-16T14:33:51.137000,2006-09-16T15:16:28.183000,2088.0,ACS   ,WFC1,CLEAR1L;F814W,8045.1587,2006-09-17T08:12:11,J9OP05010,j9op05010_drz.fits,mast:HST/product/j9op05010_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j9op05010_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F814W_J9OP05010.fits
J9EM61PFQ,SDSSJ0354-0648,58.743625,-6.811888888889,2005-08-11T01:17:36.383000,2005-08-11T01:24:37.430000,420.0,ACS   ,WFC1,CLEAR1L;F435W,4329.2368,2006-08-11T06:38:09.893000,J9EM61PFQ,j9em61pfq_drz.fits,mast:HST/product/j9em61pfq_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j9em61pfq_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F435W_J9EM61PFQ.fits
J9EM61PGQ,SDSSJ0354-0648,58.743625,-6.811888888889,2005-08-11T01:27:14.397000,2005-08-11T01:34:15.447000,420.0,ACS   ,WFC1,CLEAR1L;F814W,8047.7598,2006-08-11T06:41:46.283000,J9EM61PGQ,j9em61pgq_drz.fits,mast:HST/product/j9em61pgq_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j9em61pgq_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F814W_J9EM61PGQ.fits
J9EM13QBQ,SDSSJ0405-0455,61.39758333333,-4.931222222222,2006-11-10T05:31:22.233000,2006-11-10T05:38:23.280000,420.0,ACS   ,WFC1,CLEAR1L;F814W,8045.1973,2007-11-10T17:02:57.623000,J9EM13QBQ,j9em13qbq_drz.fits,mast:HST/product/j9em13qbq_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j9em13qbq_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F814W_J9EM13QBQ.fits
J9OP06010,SDSSJ0728+3835,112.0205809487,38.5904595697,2006-10-09T03:12:29.183000,2006-10-09T03:55:34.200000,2116.0,ACS   ,WFC1,CLEAR1L;F814W,8045.1743,2006-10-09T11:20:51,J9OP06010,j9op06010_drz.fits,mast:HST/product/j9op06010_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j9op06010_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F814W_J9OP06010.fits
J9EM18EDQ,SDSSJ0742+3450,115.716,34.83383333333,2006-09-19T05:30:49.153000,2006-09-19T05:37:50.167000,420.0,ACS   ,WFC1,CLEAR1L;F814W,8045.1606,2007-09-19T14:59:04.233000,J9EM18EDQ,j9em18edq_drz.fits,mast:HST/product/j9em18edq_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j9em18edq_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F814W_J9EM18EDQ.fits
J9EM43WAQ,SDSSJ0758+3034,119.6445,30.57869444444,2006-01-15T08:12:38.773000,2006-01-15T08:19:39.820000,420.0,ACS   ,WFC1,CLEAR1L;F435W,4329.2588,2007-01-15T17:43:59.047000,J9EM43WAQ,j9em43waq_drz.fits,mast:HST/product/j9em43waq_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j9em43waq_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F435W_J9EM43WAQ.fits
J9EM43WBQ,SDSSJ0758+3034,119.6445,30.57869444444,2006-01-15T08:22:16.757000,2006-01-15T08:29:17.803000,420.0,ACS   ,WFC1,CLEAR1L;F814W,8047.8696,2007-01-15T17:53:38.873000,J9EM43WBQ,j9em43wbq_drz.fits,mast:HST/product/j9em43wbq_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j9em43wbq_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F814W_J9EM43WBQ.fits
J9OP07010,SDSSJ0808+4706,122.2448628206,47.11080393226,2006-09-17T02:11:36.127000,2006-09-17T02:55:05.177000,2140.0,ACS   ,WFC1,CLEAR1L;F814W,8045.1587,2006-09-17T23:03:21,J9OP07010,j9op07010_drz.fits,mast:HST/product/j9op07010_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j9op07010_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F814W_J9OP07010.fits
J9OP08010,SDSSJ0822+2652,125.6762957008,26.87873520538,2006-12-06T16:27:57.280000,2006-12-06T17:10:54.297000,2108.0,ACS   ,WFC1,CLEAR1L;F814W,8045.2158,2006-12-07T20:23:07,J9OP08010,j9op08010_drz.fits,mast:HST/product/j9op08010_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j9op08010_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F814W_J9OP08010.fits
J9OP09010,SDSSJ0841+3824,130.369995241,38.40380086567,2006-10-04T19:23:03.167000,2006-10-04T20:06:08.217000,2116.0,ACS   ,WFC1,CLEAR1L;F814W,8045.1714,2006-10-05T12:18:40,J9OP09010,j9op09010_drz.fits,mast:HST/product/j9op09010_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j9op09010_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F814W_J9OP09010.fits
J9EM46T9Q,SDSSJ0847+0318,131.7787083333,3.30625,2006-01-14T08:18:04.757000,2006-01-14T08:25:05.803000,420.0,ACS   ,WFC1,CLEAR1L;F435W,4329.2588,2007-01-14T10:52:46.700000,J9EM46T9Q,j9em46t9q_drz.fits,mast:HST/product/j9em46t9q_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j9em46t9q_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F435W_J9EM46T9Q.fits
J9EM46TAQ,SDSSJ0847+0318,131.7787083333,3.30625,2006-01-14T08:27:42.773000,2006-01-14T08:34:43.820000,420.0,ACS   ,WFC1,CLEAR1L;F814W,8047.8691,2007-01-14T15:18:16.570000,J9EM46TAQ,j9em46taq_drz.fits,mast:HST/product/j9em46taq_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j9em46taq_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F814W_J9EM46TAQ.fits
J9OP11010,SDSSJ0903+3139,135.8312946046,31.66420612797,2006-12-13T08:25:56.257000,2006-12-13T10:13:51.320000,2108.0,ACS   ,WFC1,CLEAR1L;F814W,8045.2202,2006-12-13T21:54:14,J9OP11010,j9op11010_drz.fits,mast:HST/product/j9op11010_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j9op11010_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F814W_J9OP11010.fits
J9OP10010,SDSSJ0903+4116,135.8132432128,41.26919005314,2006-10-09T01:41:26.177000,2006-10-09T02:24:43.223000,2128.0,ACS   ,WFC1,CLEAR1L;F814W,8045.1743,2006-10-09T10:42:44,J9OP10010,j9op10010_drz.fits,mast:HST/product/j9op10010_drz.fits,,,/data/bwedig/roman-pandeia/data/mastDownload/SLACS/j9op10010_drz.fits,/data/bwedig/roman-pandeia/data/cutouts/SLACS/cutout_WFC1_CLEAR1L;F814W_J9OP10010.fits
