wavelength,response_SCA01,response_SCA02,response_SCA03,response_SCA04,response_SCA05,response_SCA06,response_SCA07,response_SCA08,response_SCA09,response_SCA10,response_SCA11,response_SCA12,response_SCA13,response_SCA14,response_SCA15,response_SCA16,response_SCA17,response_SCA18,response
9840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2104853207207685e-05,0.0,0.0,1.228047400400427e-06
9860.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2104853207207685e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000110524266036,0.0,2.2104853207207685e-05,8.596331802800855e-06
9870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001547339724504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004420970641441,0.0,0.000110524266036,3.929751681280555e-05
9880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006189358898018,4.420970641441537e-05,6.631455962162305e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.001392605752054,4.420970641441537e-05,0.0004642019173513,0.00014613764064764186
9890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021441707610991,0.000221048532072,0.0003315727981081,0.0,0.0,0.0,0.0,0.0,0.0,0.0038683493112613,0.0002431533852792,0.0016357591373333,0.0004691141069529444
9900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063219880172613,0.0010389281007387,0.0014810251648829,0.0,0.0,0.0,0.0,0.0,0.0,0.0094166674662704,0.0011052426603603,0.0049072774120001,0.00134839604563965
9910.0,0.0,0.0,0.0,2.2104853207207685e-05,0.0,4.420970641441537e-05,0.0157386554835318,0.0038462444580541,0.0053051647697298,0.0,0.0,0.0,2.2104853207207685e-05,2.2104853207207685e-05,4.420970641441537e-05,0.0201375212717662,0.004045188136919,0.0124671372088651,0.003427480294517581
9920.0,0.0,0.0,2.2104853207207685e-05,0.000221048532072,2.2104853207207685e-05,0.0003536776513153,0.0333341186364691,0.0114282091081263,0.0152965584193877,0.0,0.0,2.2104853207207685e-05,0.0001989436788648,0.0001547339724504,0.0003315727981081,0.0378877183971539,0.0120250401447209,0.0272331791512798,0.007696173058309441
9930.0,2.2104853207207685e-05,0.0,0.000221048532072,0.0011273475135675,0.0002431533852792,0.0020336464950631,0.0605451929345418,0.0278300101878744,0.0357214427828476,2.2104853207207685e-05,0.0,0.000221048532072,0.0011052426603603,0.000862089275081,0.001923122229027,0.0631977753194067,0.0292668256463429,0.0513937837067578,0.015318663272594873
9940.0,0.0001547339724504,0.000110524266036,0.0014368154584684,0.0046420191735136,0.0015694445777117,0.0084661587783605,0.0955371755615516,0.0559473834674426,0.0686355692083798,0.0001547339724504,0.000110524266036,0.0015252348712973,0.0045757046138919,0.0037578250452253,0.0080240617142163,0.0942993037819479,0.0588210143843796,0.0845731683707766,0.02735229974911866
9950.0,0.0009947183943243,0.0007957747154594,0.0068082947878199,0.0147660419424147,0.007029343319892,0.0262826704633699,0.1328501677753182,0.0941887795159119,0.1104579514764168,0.0010168232475315,0.0007957747154594,0.0072061821455497,0.0146113079699642,0.0125997663281083,0.0248900647113158,0.1272355350606874,0.0990297423682904,0.1228808789788675,0.04469110099537229
9960.0,0.0048409628523784,0.0044209706414415,0.0231658861611536,0.036937209709244,0.0232322007207752,0.0615841210352806,0.1660295524393369,0.1355690647198047,0.1523245434508681,0.0048851725587928,0.0043325512286127,0.0245142822067933,0.0365172174983071,0.0330246506915682,0.0583568124670282,0.1573423451289043,0.1425541983332823,0.1601054517798052,0.06831873297907651
9970.0,0.0171312612355859,0.0171975757952075,0.0578041911368481,0.0735870563267943,0.0571410455406318,0.111872662081678,0.1906543589121663,0.1712905075026523,0.1854818232616796,0.0172196806484147,0.0168438981438922,0.0611641288243436,0.0727691767581277,0.0687460934744159,0.1060369808349752,0.1811713768862742,0.1801103439323282,0.1906101492057518,0.09871290613898709
9980.0,0.0449391665702532,0.0480780557256767,0.1089769263115338,0.1195209412913719,0.1074074817338221,0.163487494320508,0.2061277561572116,0.1960037333883105,0.206481433808527,0.0451602151023253,0.0471275470377667,0.1152989143287952,0.1181946500989394,0.1160504793378403,0.154977125835733,0.1976394925256439,0.2061056513040044,0.2118750179910856,0.1340806712705194
9990.0,0.0895467603423983,0.0992950006067769,0.161785420623553,0.1632443409352287,0.1603043954586701,0.2018394146350133,0.2146602294951938,0.209996105468473,0.217445440999302,0.0899667525533352,0.0973055638181282,0.1711578783834091,0.1614096381190305,0.1636422282929585,0.1913396093615897,0.2077856201477522,0.2208274835400047,0.2247400425576805,0.16923844029658322
10000.0,0.1403437130125616,0.1575633936609763,0.2000047118188151,0.1949427004343645,0.1999826069656079,0.2227285009158246,0.2190812001366353,0.2168044002562929,0.2225295572369597,0.1409184391959489,0.1543802947991384,0.2116097597525991,0.192754319966851,0.2000489215252295,0.2111897675416622,0.2135328819816262,0.22798945597914,0.2317693858775726,0.1976763339476559
10009.999999999998,0.1815029496843823,0.2032541252402746,0.2197664505860588,0.2127371072661667,0.221490629136221,0.231504127639086,0.2215569436958426,0.2200317088245452,0.2250716153557886,0.1821882001338057,0.1991205176905268,0.2325209508866176,0.2103055734133739,0.2215127339894282,0.2195454020539867,0.2167822954030857,0.23139360337305,0.2355493157760051,0.2158796805637914
10020.0,0.205530925120617,0.2282326093644193,0.2275252540617887,0.2208053786867975,0.2303767801255185,0.2349303798862032,0.2232811222460048,0.2219106213471579,0.2267515841995364,0.2062382804232477,0.2235905901909057,0.2407660611329061,0.2182633205679687,0.2316146519051221,0.2227948154754462,0.2188159418981488,0.2333830401616987,0.2378924302159691,0.2251502103894142
10029.999999999998,0.2160307303940407,0.2382461078672844,0.2304873043915545,0.2242316309339147,0.2337588226662213,0.2367429778491943,0.2247621474108877,0.2233916465120408,0.2282105045112121,0.2167159808434641,0.2333830401616987,0.2438828454351223,0.2216232582554642,0.2359029934273204,0.2245410988788156,0.2203853864758606,0.2349303798862032,0.2396829233257529,0.22927276551255846
10040.0,0.2200317088245452,0.2418491989400593,0.2321672732353023,0.2260884386033202,0.2355714206292123,0.2382240030140772,0.2261989628693562,0.2247842522640949,0.2296252151164734,0.2206506447143471,0.2369198166748519,0.2456954433981134,0.2234358562184552,0.2380471641884195,0.2259779143372841,0.2217779922279147,0.2364114050510861,0.2413407873162935,0.2313776387568448
10049.999999999998,0.2219990407599867,0.2437060066094647,0.233626193546978,0.2275694637682031,0.2370966555005096,0.2396608184725457,0.2276357783278247,0.226176858016149,0.2310399257217347,0.2225295572369597,0.2387103097846358,0.2472648879758252,0.2248726716769238,0.2396387136193385,0.2273705200893382,0.2231705979799688,0.2378924302159691,0.2429544416004196,0.2329397150501542
10060.0,0.2235242756312841,0.2452533463339692,0.2350851138586537,0.2289841743734644,0.2385776806653925,0.2411197387842214,0.2290725937862932,0.2275694637682031,0.2324767411802032,0.2239884775486355,0.2402355446559331,0.2488343325535369,0.2262431725757706,0.2411418436374286,0.2287631258413923,0.2245410988788156,0.239373455380852,0.244590200737753,0.2344096877884335
10069.999999999998,0.2249831959429598,0.2467785812052666,0.2365440341703294,0.2303988849787257,0.2400587058302754,0.2426007639491043,0.2305315140979689,0.2289841743734644,0.2339356614918789,0.2253810833006895,0.241716569820816,0.2504037771312487,0.2276136734746175,0.2426449736555187,0.2301778364466536,0.2259337046308697,0.2408544805457349,0.2462480647282936,0.23587720443191199
10080.0,0.2264421162546355,0.2482596063701495,0.2380029544820051,0.2317914907307798,0.2415397309951583,0.2440375794075728,0.2319683295564374,0.2303767801255185,0.2353724769503474,0.2267515841995364,0.2431754901324917,0.2519732217089604,0.2289841743734644,0.2441038939671944,0.2315704421987077,0.2273042055297166,0.2423355057106178,0.2478617190124197,0.23732507231698408
10089.999999999998,0.2278568268598968,0.2497185266818252,0.2394176650872664,0.2331619916296266,0.242998651306834,0.2454743948660413,0.2333830401616987,0.2317472810243653,0.2367650827024015,0.2280778753919689,0.2446123055909602,0.2534984565802577,0.2303104655658968,0.2455407094256629,0.2329409430975546,0.2286526015753563,0.2437944260222935,0.2494753732965459,0.23874592315924736
10100.0,0.2292936423183653,0.2511995518467081,0.2408544805457349,0.2345324925284735,0.2444354667653025,0.2469112103245098,0.23479775076696,0.2331177819232122,0.2381797933076627,0.2294262714376085,0.2460491210494287,0.2550457963047622,0.2316367567583293,0.2469996297373386,0.2343335488496087,0.2300009976209959,0.2452533463339692,0.2510890275806721,0.2401753703333135
10109.999999999998,0.230752562630041,0.2527026818647983,0.2423134008574106,0.235969307986942,0.2459385967833927,0.2483922354893927,0.2362566710786357,0.2345324925284735,0.2396387136193385,0.2308188771896626,0.2475522510675188,0.2566373457356812,0.2330293625103834,0.2484806549022216,0.2357482594548699,0.23139360337305,0.2467564763520594,0.2527468915712126,0.2416477991663936
10120.0,0.2322335877949239,0.2542058118828884,0.2437944260222935,0.2373840185922033,0.2474417268014828,0.2498732606542757,0.2377155913903114,0.2359472031337348,0.2410976339310142,0.2322114829417167,0.2490332762324018,0.2582288951666001,0.2344219682624375,0.2499616800671045,0.2371850749133384,0.2327862091251041,0.2482596063701495,0.2544047555617532,0.2431214560468741
10129.999999999998,0.2336925081065996,0.2556868370477713,0.2452533463339692,0.2387987291974646,0.2489227519663657,0.2513542858191586,0.2391524068487799,0.2373398088857889,0.2425344493894827,0.2335819838405636,0.2505143013972847,0.2597983397443119,0.2357703643080771,0.2514427052319874,0.2385776806653925,0.2341788148771582,0.2497406315350324,0.2560405146990866,0.2445766922163486
10140.0,0.2351293235650681,0.257145757359447,0.2466680569392305,0.2401692300963115,0.2503816722780415,0.2527689964244198,0.2405671174540412,0.2387103097846358,0.243949159994744,0.2349303798862032,0.2519511168557531,0.2613235746156092,0.2371187603537168,0.2528574158372487,0.2399481815642394,0.2355051060695906,0.2511995518467081,0.2576541689832127,0.2459987711060123
10149.999999999998,0.2365219293171222,0.2585604679647083,0.2480606626912846,0.2415176261419511,0.2517963828833027,0.2541837070296812,0.2419597232060953,0.2400587058302754,0.2453196608935908,0.2362345662254285,0.2533437226078072,0.2628488094869066,0.2384229466929421,0.2542500215893027,0.241296577609879,0.2368313972620231,0.2526142624519694,0.2592457184141317,0.24739260490546677
10160.0,0.2379366399223835,0.2599751785699695,0.2494532684433387,0.2428660221875908,0.2532331983417712,0.2555984176349425,0.2433523289581494,0.2414071018759151,0.246712266645645,0.2375608574178609,0.2547584332130685,0.2643740443582039,0.2397271330321673,0.2556647321945641,0.242667078508726,0.2381576884544556,0.2540510779104379,0.2608372678450507,0.24879626308412447
10169.999999999998,0.239373455380852,0.2614340988816453,0.2509121887550144,0.2442807327928521,0.2546921186534469,0.2570573379466181,0.2447670395634107,0.2427997076279692,0.2481269772509063,0.2389092534635006,0.2562394583779515,0.2659434889359157,0.2410976339310142,0.2571015476530326,0.24405968426078,0.2395281893533024,0.2555321030753208,0.262473026982384,0.2502404468269954
10180.0,0.2408544805457349,0.2629151240465282,0.2523490042134829,0.2456954433981134,0.2561731438183299,0.2585383631115011,0.2462259598750864,0.2441923133800233,0.2495858975625819,0.2402797543623475,0.2576983786896272,0.2675129335136273,0.2424681348298611,0.2585604679647083,0.2454522900128341,0.2409207951053565,0.2570131282402038,0.2641308909729246,0.2516981390912707
