wavelength,response_SCA01,response_SCA02,response_SCA03,response_SCA04,response_SCA05,response_SCA06,response_SCA07,response_SCA08,response_SCA09,response_SCA10,response_SCA11,response_SCA12,response_SCA13,response_SCA14,response_SCA15,response_SCA16,response_SCA17,response_SCA18,response
9880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2104853207207685e-05,0.0,0.0,1.228047400400427e-06
9900.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2104853207207685e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.420970641441537e-05,0.0,2.2104853207207685e-05,4.912189601601708e-06
9910.0,0.0,0.0,0.0,0.0,0.0,0.0,6.631455962162305e-05,2.2104853207207685e-05,2.2104853207207685e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.841941282883074e-05,2.2104853207207685e-05,4.420970641441537e-05,1.4736568804805122e-05
9920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001326291192432,4.420970641441537e-05,6.631455962162305e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0001547339724504,4.420970641441537e-05,0.000110524266036,3.070118501000299e-05
9930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002431533852792,0.000110524266036,0.0001547339724504,0.0,0.0,0.0,0.0,0.0,0.0,0.0002652582384864,0.0001326291192432,0.000221048532072,6.263041742039999e-05
9940.0,0.0,0.0,0.0,2.2104853207207685e-05,0.0,4.420970641441537e-05,0.0003978873577297,0.000221048532072,0.0002873630916936,0.0,0.0,0.0,2.2104853207207685e-05,2.2104853207207685e-05,4.420970641441537e-05,0.0003978873577297,0.0002431533852792,0.0003536776513153,0.00011420840823721967
9950.0,0.0,0.0,2.2104853207207685e-05,6.631455962162305e-05,2.2104853207207685e-05,0.000110524266036,0.0005526213301801,0.0003757825045225,0.0004420970641441,0.0,0.0,2.2104853207207685e-05,6.631455962162305e-05,4.420970641441537e-05,0.000110524266036,0.0005305164769729,0.0003978873577297,0.0005084116237657,0.000181751015259238
9960.0,2.2104853207207685e-05,2.2104853207207685e-05,8.841941282883074e-05,0.0001547339724504,8.841941282883074e-05,0.0002431533852792,0.0006631455962162,0.0005526213301801,0.0006189358898018,2.2104853207207685e-05,2.2104853207207685e-05,8.841941282883074e-05,0.0001547339724504,0.0001326291192432,0.0002431533852792,0.000641040743009,0.0005747261833873,0.000641040743009,0.0002763106650900624
9970.0,6.631455962162305e-05,6.631455962162305e-05,0.000221048532072,0.0002873630916936,0.000221048532072,0.0004420970641441,0.000751565009045,0.0006852504494234,0.0007294601558378,6.631455962162305e-05,6.631455962162305e-05,0.0002431533852792,0.0002873630916936,0.0002652582384864,0.0004199922109369,0.0007294601558378,0.0007294601558378,0.000751565009045,0.00039051907332728297
