wavelength,response_SCA01,response_SCA02,response_SCA03,response_SCA04,response_SCA05,response_SCA06,response_SCA07,response_SCA08,response_SCA09,response_SCA10,response_SCA11,response_SCA12,response_SCA13,response_SCA14,response_SCA15,response_SCA16,response_SCA17,response_SCA18,response
9110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9120.0,0.0,0.0,0.0,0.0,0.0,0.0,4.420970641441537e-05,0.0,2.2104853207207685e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.420970641441537e-05,0.0,2.2104853207207685e-05,7.368284402402561e-06
9130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001326291192432,2.2104853207207685e-05,6.631455962162305e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0001326291192432,2.2104853207207685e-05,6.631455962162305e-05,2.4560948008003416e-05
9140.0,0.0,0.0,0.0,0.0,0.0,2.2104853207207685e-05,0.0004863067705585,0.000110524266036,0.0002873630916936,0.0,0.0,0.0,0.0,0.0,2.2104853207207685e-05,0.0004863067705585,0.000110524266036,0.0002873630916936,0.00010069988683281196
9150.0,0.0,0.0,2.2104853207207685e-05,2.2104853207207685e-05,0.0,8.841941282883074e-05,0.0015252348712973,0.0003757825045225,0.0010168232475315,0.0,0.0,2.2104853207207685e-05,0.0,0.0,8.841941282883074e-05,0.0015473397245045,0.0003978873577297,0.0010389281007387,0.00034139717731130476
9160.0,0.0,0.0,0.000110524266036,4.420970641441537e-05,4.420970641441537e-05,0.0003315727981081,0.0042883415221982,0.0013041863392252,0.0031388891554234,0.0,0.0,0.000110524266036,4.420970641441537e-05,4.420970641441537e-05,0.0003315727981081,0.0043325512286127,0.0013705008988468,0.0031609940086306,0.001036472005937931
9170.0,0.0,2.2104853207207685e-05,0.0004642019173513,0.000221048532072,0.0001989436788648,0.001171557219982,0.0107208538054957,0.0039125590176757,0.0084882636315677,0.0,2.2104853207207685e-05,0.0004642019173513,0.0001768388256576,0.0001989436788648,0.0011494523667747,0.0107650635119101,0.0041115026965406,0.0085766830443965,0.002814684641717734
9180.0,4.420970641441537e-05,8.841941282883074e-05,0.0015252348712973,0.0007736698622522,0.000751565009045,0.0035588813663604,0.0239395560234059,0.0102787567413515,0.020336464950631,4.420970641441537e-05,8.841941282883074e-05,0.0015252348712973,0.000641040743009,0.000751565009045,0.0034704619535316,0.0240279754362347,0.0108313780715317,0.0205354086294959,0.006845136209831943
9190.0,0.0001768388256576,0.0003315727981081,0.0044430754946487,0.0024094289995856,0.0023652192931712,0.0095050868790993,0.0479675314596406,0.0239395560234059,0.0431928831668838,0.0001989436788648,0.0003315727981081,0.0045093900542703,0.0020336464950631,0.0023873241463784,0.00926193349382,0.0480559508724695,0.0252658472158383,0.0436349802310279,0.015000598995891179
9200.0,0.0007073553026306,0.0012378717796036,0.0115387333741624,0.0067419802281983,0.0065872462557478,0.022458530858523,0.0865183954530108,0.0495369760373524,0.0816995374538396,0.000751565009045,0.0012378717796036,0.0116713624934056,0.0057472618338739,0.0066535608153695,0.0218174901155139,0.0865405003062181,0.0522779778350461,0.0826279412885423,0.029797342123315917
