velodisp,massstel,angleins,redssour,redslens,xposlens,yposlens,xpossour,ypossour,numbimag,magnsour,maxmdistimag,magtlensF106,magtsourF106,magtsourMagnifiedF106,magtlensF129,magtsourF129,magtsourMagnifiedF129,magtlensF158,magtsourF158,magtsourMagnifiedF158,magtlensF184,magtsourF184,magtsourMagnifiedF184
280.0575892451424,0.18679143401038278,0.6172714925183664,1.284746146716405,0.8272271198859346,-0.020677511183246303,0.02065421882744868,0.4065266968097316,-0.2340949742066663,2.0,1.8153408655876224,1.1955242730673947,20.94362311624155,21.36452674111668,20.717131280434863,20.549419736291203,21.16002443313374,20.51262897245192,20.22266957725982,20.903631395815022,20.256235935133205,19.948467388527316,20.786447194562147,20.13905173388033
269.72593091611094,0.11655066412525368,0.5451941098669946,0.4182020644474263,0.29985199066183404,-0.06262508827033501,0.16486836944476746,-0.26619510765676213,-0.2233699663489781,2.0,3.0802137191291328,1.1009570178542443,18.50170347424767,22.178933908836513,20.957481781693883,18.20139313069646,21.9907787469972,20.76932661985457,18.035866673471084,21.803316665080608,20.581864537937978,17.946845534230803,21.694357586625443,20.472905459482813
263.2672144946799,0.07568927208763565,0.9892618160136339,1.4524361862002524,0.5821427200834395,-0.041935263557849524,-0.11601127946104509,-0.3125465324633392,-0.11800774654111679,2.0,4.397219451406915,1.9420182792652032,20.782551139290184,22.398579663688384,20.79063431260432,20.4906922930387,22.181176372526796,20.57323102144273,20.186619558006505,21.96629506584964,20.358349714765573,20.048383826630456,21.88472814239231,20.276782791308243
252.73829791970746,0.0149349410988568,1.00764971834161,0.8916720706322018,0.34815745320445707,-0.02232991257849578,0.022273809856833277,-0.3051072613824468,-0.5989276233626166,2.0,3.401832496496267,2.0308213946427256,21.282383177656435,22.1576270020606,20.828344688333008,20.96707775302624,21.87018563222857,20.540903318500977,20.772990771170377,21.745723912544385,20.416441598816792,20.69721277774312,21.564776852334,20.235494538606407
267.60648915665814,0.10253848280013385,1.2766066385406658,1.2304326933632517,0.37256654269631556,0.1147124835033621,0.05992130223993977,0.827353712949833,-0.8099939128110317,2.0,2.1809671191522018,2.639783631362284,19.315787248099404,21.5726022747291,20.72597947951046,18.992694659463332,21.327419513755892,20.480796718537253,18.773347907675415,21.10164285723134,20.2550200620127,18.684815622459034,20.980361260671323,20.133738465452684
273.60168390078246,0.14185196758204605,1.3887704736904543,1.028759843619721,0.30102356915894163,0.029661562420855343,-0.11927671261071307,0.5694348390126871,-0.5675379987456197,2.0,4.354378282613412,2.650914197154627,18.373075194567264,21.370664263472673,19.77334887527722,18.03746655929279,21.099729707128827,19.502414318933376,17.838087820971047,21.011966095028097,19.414650706832646,17.73103206801995,20.856899535141384,19.259584146945933
273.7124496349743,0.14258647719888187,1.5095286224161826,0.9057200350102335,0.226966583607963,0.0222363089042354,0.22160701947745465,-0.14468981822335183,0.7517723019635663,2.0,6.751184982520616,2.921995712772736,17.70961785527401,22.352396965067847,20.278946945507837,17.409755622013634,22.1002424052326,20.02679238567259,17.270640397826043,21.945369919977338,19.87191990041733,17.14999153673798,21.788058829162097,19.714608809602087
273.7124496349743,0.14258647719888187,1.6888136553289785,1.4352814437222543,0.226966583607963,-0.016737538762398783,0.10762397675066702,0.26257768809306103,0.3470994364118685,2.0,9.714215336503347,3.05399260952894,17.70961785527401,23.39768128149616,20.92916196570565,17.409755622013634,23.113230134543816,20.644710818753307,17.270640397826043,22.85671063345794,20.38819131766743,17.14999153673798,22.706909672555216,20.238390356764707
269.3875929769592,0.11435466927108676,0.7066592728174319,0.815170454412868,0.4943953984105125,0.015488116471428516,0.086257549369246,-0.13977815239563948,0.04402628319697142,2.0,6.304987507477206,1.2124082813807782,19.8272610756068,22.940659376001058,20.94144879997299,19.50366487622624,22.63035738851812,20.63114681249005,19.174058246212127,22.382635338078458,20.38342476205039,19.019702080473976,22.137493378749923,20.138282802721854
252.07363596168938,0.0104834077123127,0.9023165339369439,0.6227268983840378,0.288673849836854,-0.08812462456327266,-0.1995022380496978,-0.734688199954333,-0.7885506294232792,2.0,2.310103737126496,1.687736957568474,21.157718960151314,21.133619880244137,20.224541173533222,20.844780621502252,21.00673417809126,20.097655471380346,20.67782178897697,20.84340766516065,19.934328958449736,20.584494378039153,20.761041655967208,19.851962949256293
274.32440714436217,0.14678592264273485,1.4352277752275426,1.9433557386688731,0.44811105879231306,-0.1550897962845887,0.06180509558001125,-0.2630254753142831,-0.5581060361138451,2.0,2.8011218416383628,2.6567610362318486,19.498339573553572,21.985670505527036,20.867340505692006,19.190565011647692,21.361333827116038,20.243003827281008,18.933608491476882,21.122596922808864,20.004266922973834,18.842547740055487,20.90630692149212,19.78797692165709
259.37631779488373,0.05318459036263473,0.529859956126618,0.6649057123893963,0.4564411415343113,0.1101576310864113,0.00011575874145430465,-0.18546025666549598,-0.2956440449971609,2.0,2.5389557025730416,1.1356420344579343,20.673846069262286,21.93790755297262,20.926269743576732,20.350425383697694,21.673577730601483,20.661939921205594,20.076262841477327,21.361098541018354,20.349460731622464,19.97554424414788,21.146977995347118,20.13534018595123
291.94606621578833,0.28261089690220215,0.6925876941954344,1.1490355998075652,0.7389418228272407,-0.01511765858585284,-0.13735738559941466,-0.4142328994801233,0.12248282699047505,2.0,2.5882869747527155,1.3146756712980385,20.181976232558448,21.887013088088914,20.854482021078255,19.78862684108143,21.669323693273157,20.636792626262498,19.420605231421163,21.526639887592424,20.494108820581765,19.144769452743986,21.476693347688233,20.444162280677574
296.29590838071886,0.3216847595362184,0.5493116320035376,0.8336105179015058,0.6146736844477723,-0.07322104791176162,-0.027498272982526325,-0.054218597329718565,-0.3359977839953687,2.0,3.5703928014698074,1.1953793584383237,19.492803569834038,22.130233143251353,20.748443147700176,19.160069336848892,21.824043369788754,20.442253374237577,18.835666868457565,21.59770699751254,20.215917001961362,18.6725393969162,21.381314386999364,19.999524391448187
251.83722032724395,0.008671965508253523,1.0356851625333257,1.1024275397635823,0.39439426228233415,-0.26339981588430467,-0.04587703817818639,-0.6636699749011854,-0.2643636869726096,2.0,4.009868595588335,2.3193369007433047,22.00859534614211,21.93761663448807,20.42979128220566,21.680376851792282,21.649818140335494,20.141992788053084,21.428497095351986,21.44381883797458,19.93599348569217,21.312347908063266,21.278453290831752,19.770627938549342
254.65804987829807,0.026200808273773274,0.604638161999892,0.7995144738396887,0.49803394791225547,-0.06616190842675684,-0.13484993018812436,-0.23787958032621015,-0.4627874591158535,2.0,2.932266888594293,1.2902391239354523,21.010570496910532,21.671759602781975,20.503750861999116,20.75665555923962,21.48145382920967,20.31344508842681,20.457975137106175,21.37809869269735,20.21008995191449,20.305838282750074,21.25701499446491,20.08900625368205
257.9731085852381,0.04542992576324169,0.5582706422662722,0.43684270268925474,0.2984607375987491,-0.06786558802128022,0.010039573265906411,0.17004903154182505,0.06083758528597106,2.0,4.634012051810795,1.1138939189937977,19.60251229099295,22.551526440147487,20.886633542802993,19.24667252649572,22.40430747790202,20.739414580557526,19.029681367597423,22.258066869510532,20.59317397216604,18.911167459108295,22.18428005280924,20.519387155464745
281.49620228267054,0.19764707673938078,1.1109895400570369,1.2290802528467506,0.5216865140912298,-0.05429207262945025,-0.020699139334660166,-0.0891200758299597,-0.14472487383937108,2.0,10.906616892977693,2.01387871612402,19.491249919202946,22.910951674065156,20.316726528245635,19.166369803716922,22.543960625623637,19.949735479804115,18.844606942746818,22.224816901080967,19.630591755261445,18.70118138006823,22.052812481576918,19.458587335757397
258.1274344325179,0.04632754200102737,0.5818227635868948,0.5031103075454425,0.3351635851186062,-0.03834093288300572,0.0671918645858434,-0.17482816459702943,-0.017791787298295614,2.0,3.665276010444262,1.1987279695715822,19.944356096625384,19.875710768332183,18.465444057383564,19.621315038832805,19.669470795792137,18.259204084843518,19.425629521450148,19.45758882620811,18.04732211525949,19.34207169295074,19.350327018997206,17.940060308048587
252.45652524117992,0.013057654858717693,0.7426954675531893,1.0572763990882221,0.5485059563126853,0.07677290865094376,-0.06528567166488508,0.023479261970235685,0.400692793961841,2.0,3.1581324449434582,2.085091576387589,22.605748556821798,22.10711187039359,20.858536021933332,22.222302446669342,21.82025719690083,20.57168134844057,21.83192850632508,21.666242772559716,20.417666924099457,21.632300660184494,21.4902196650274,20.24164381656714
308.37983600308854,0.43879989089086946,1.2934909024822017,0.9070557224289127,0.4193341489775717,0.06757249630643222,0.03585701722747401,0.4259386473389416,-0.2890959062312412,2.0,5.05267341351607,2.657325166768209,18.065769475365137,21.936108516575814,20.17730544676273,17.687553081155656,21.710347795343857,19.951544725530773,17.368507209872476,21.611497054937743,19.85269398512466,17.221798180630593,21.491801853599,19.732998783785916
253.36566957208473,0.018707536647872648,0.9796800028931166,0.9046954347404359,0.3677700231007972,0.12595210070969962,0.06475684043233297,-0.2339971454040302,0.2993878876649277,2.0,5.235515610832925,2.161531042639834,21.12966423191965,22.547010393641045,20.749611746458402,20.787381952013977,22.313073133312052,20.51567448612941,20.54952814544374,22.20460456821847,20.40720592103583,20.44717585796676,22.066252461562925,20.268853814380282
255.1681377932076,0.029139727808314864,1.0813333301673471,1.2527172200291266,0.4248358312266848,0.08954529803859432,-0.13164709551174514,-0.24927091158724515,-0.7715153064341312,2.0,2.9590061825253984,2.056984736236286,20.975192174825743,21.83007634995169,20.652211668518625,20.652893764284528,21.475986935341936,20.298122253908872,20.378720542842053,21.092195494273582,19.914330812840518,20.25859743117322,20.86126799220723,19.683403310774167
255.1681377932076,0.029139727808314864,1.127352542134093,1.3699532738908005,0.4248358312266848,-0.020177962901353087,-0.14862994452067096,0.35900147429292284,0.15955855215051606,2.0,5.031671232502166,2.1990504029340237,20.975192174825743,22.60840697959029,20.854126337773238,20.652893764284528,22.12601358057449,20.37173293875744,20.378720542842053,21.76183880408495,20.007558162267898,20.25859743117322,21.539668559935382,19.78538791811833
265.00849928297026,0.08645351037114557,1.2079006208455119,1.4135694908233745,0.43967218842274414,0.04801692911430083,-0.17934832789664237,0.07534120369449684,-0.11417739046339923,2.0,9.189205759331388,1.908570820952278,20.017604677740664,22.96109989914174,20.552904958882642,19.69534655227185,22.72261378230274,20.314418842043644,19.427917683448776,22.49145002042466,20.083255080165564,19.326039706259138,22.41984555167061,20.01165061141151
277.4831018789532,0.1681296951626496,0.9049512573388317,1.4675174460442977,0.7124538176557719,-0.06355371941364339,-0.010742661685105645,0.4527445475982541,0.24388321385061748,2.0,2.027268672403804,1.8712284862663768,20.692899454187096,21.75953476662989,20.992256493552873,20.341753639466976,21.469373357985,20.70209508490798,20.026270654846588,21.22318140648504,20.45590313340802,19.820283079029725,21.16850279810248,20.401224525025462
258.1452350839721,0.04644929859856862,1.5277858511508389,1.6652157440176276,0.23419222297565145,0.07213399956405064,0.09724335412023268,-0.7216252531365649,-0.14925413731817644,2.0,3.449088918625178,3.155233252312062,19.012599181042873,22.280685385653168,20.93642440874421,18.70147476326313,22.008501197295086,20.664240220386127,18.550464702319132,21.81428125760692,20.47002028069796,18.428286066074477,21.619085229474077,20.274824252565118
251.66656872540824,0.0073615648395840136,1.0711132031870134,1.3998924328395748,0.4488343492635702,-0.017540540607433687,-0.0008115092478057983,-0.8451712113795191,-0.053495232576833245,2.0,2.3786221696202845,2.5520397607600755,22.758746569604433,21.588582110994547,20.64776845512444,22.43097305245984,21.408885582149193,20.468071926279084,22.152556871743094,21.227323649293997,20.286509993423888,22.04521053053994,21.12531470015872,20.184501044288613
279.7446854473997,0.1847186975037634,1.1480006653259773,1.5758822640277481,0.5987833957398148,0.053693720593943596,0.020799979346030912,0.05684748205451656,-0.11848173648863801,4.0,5.778431501634131,2.0604113292097197,20.084297662049895,22.845188238103844,20.940663314469475,19.748326131960535,22.260498046707234,20.355973123072864,19.434374928238245,21.814732751392626,19.910207827758256,19.288373793972266,21.51488711031339,19.61036218667902
264.24727030491346,0.08161308785808952,1.0457506057065797,0.9978903450206569,0.40833223018524484,-0.01632963024719444,-0.1509463929108636,0.18242528566688723,-0.18979190159627057,2.0,6.158005790085666,2.253852308757661,19.872621156367714,21.54630531701419,19.572705084728643,19.53820634792236,21.147182031593072,19.173581799307524,19.2804535917888,20.818444368463627,18.84484413617808,19.176768142573493,20.49163085568104,18.518030623395493
253.19122439981106,0.017719538356214617,1.0318879573441901,1.209632869630459,0.43313052563441096,0.1452179845756216,-0.39413189152783273,-0.05319953854646045,-0.13833121072258975,2.0,6.85196603603905,2.090617826245928,21.622481814227434,23.083119785888996,20.993581781940698,21.301018715231052,22.76169922433111,20.67216122038281,21.02797553817956,22.485847139512714,20.396309135564415,20.914715712740076,22.341584926599396,20.252046922651097
252.71157777372082,0.014742255103189205,0.9964037018547472,1.460829832851142,0.5223203295398258,-0.017320330693200037,0.07819377182794365,0.3783342881101194,-0.8467626079889398,2.0,2.781784438287415,1.8876310933795122,22.41154210813623,21.44848986699361,20.337681183775015,22.06916328530516,21.06512488716504,19.954316203946444,21.745840552904248,20.735105040053377,19.62429635683478,21.605661717636792,20.535481014696025,19.424672331477428
268.27921161048357,0.10687548105440911,1.4735562261234294,1.5441437994599996,0.32393922482342186,0.19504542852727047,0.02247670924777706,1.0411236046876517,-0.7021447307826079,2.0,2.765019861599508,2.9927570957978573,18.922539698203888,21.781904940910106,20.677659302755792,18.607781246099076,21.35803033965701,20.253784701502695,18.424877485580947,21.047452910160285,19.94320727200597,18.341261891309212,20.900578835677944,19.79633319752363
267.7835584407244,0.10371733315247723,1.3076641652615184,1.7634669104318583,0.4617898041358762,-0.10115947861329558,0.05725146286460835,-0.37784225498678203,0.8999655083677336,2.0,2.404159583152976,2.8922805532740674,19.9576772444666,21.868622304518404,20.91621407487042,19.64492608744961,21.326526804397183,20.3741185747492,19.376484137732408,21.105428983119708,20.153020753471726,19.280060579445742,20.84358932064668,19.891181090998696
266.53860097766267,0.0957570294293133,1.435539721032875,1.3473389747852114,0.30477117216063904,0.11535217422025984,0.018148946906315903,-0.6071642775222985,0.1712524207821614,2.0,3.385335388846585,2.735206412165923,18.92702130432059,22.269287536617874,20.945283283673607,18.602530799157137,22.050892558477585,20.72688830553332,18.421198664300007,21.8009446116652,20.476940358720935,18.329231656477816,21.66391819867313,20.339913945728863
261.61297896931194,0.06639164704472203,0.9593887849152317,0.8638711297063257,0.3899329973597049,0.00816540991445505,0.12288724685883282,-0.13893539332042432,0.21161361522834252,2.0,7.130662050950546,1.8408169491009683,19.826190782959426,22.287133573718997,20.15430893852607,19.365776895736172,22.02109855943356,19.888273924240636,18.991836682117874,21.848519328666384,19.71569469347346,18.804491036058263,21.664436018286736,19.53161138309381
